Date,User,Message
2026-01-12 13:46:09,"광협 KwangHyeop","Can you also check the holes for tables, if possible?"
,"","The message has been deleted."
2026-01-12 14:23:06,"Kor Tugii","Photo"
2026-01-12 14:23:38,"Kor Tugii","Shall we consider to put the elevated rubber feet table using the red circled holes?"
2026-01-12 14:23:55,"Kor Tugii","@이명근 Please share your thoughts"
2026-01-12 14:26:43,"이명근","Isn't that too wide? Shall we order a new propanil and try to match it? "
2026-01-12 14:35:51,"광협 KwangHyeop","3 photos"
2026-01-12 14:36:38,"광협 KwangHyeop","@Kor Tugii @이명근 Is it okay?
For the vertical gap between the red M8 holes, I reduced it to 240mm"
2026-01-12 14:38:20,"Kor Tugii","Then how shall we proceed? "
2026-01-12 14:38:50,"이명근","Photo"
2026-01-12 14:38:58,"이명근","What is the width? "
2026-01-12 14:41:36,"Kor Tugii","100mm"
2026-01-12 14:41:59,"Shoaib","@Kor Tugii 
@Ammad (Korea) 
@Kor Muazzam 

Are you on the way?"
2026-01-12 14:43:19,"Ammad (Korea)","No. I m coming back from workshop.
We will expectes leave in 10m. "
2026-01-12 15:45:04,"Tan","Did we receive BK5 from manager @광협 KwangHyeop "
2026-01-12 15:55:30,"Shoaib","@Kor Tugii 
@Ammad (Korea) 
@Kor Muazzam 

Professor talked to the factory manager.
They informed the staff.

You can continue working late during this week.

If anyone causes you trouble or scolds you like the past, for working late, please let us know immediately."
2026-01-12 15:55:55,"Ammad (Korea)","Thankyou"
2026-01-12 15:56:46,"이명근","Photo"
2026-01-12 15:57:05,"이명근","@광협 KwangHyeop  총 10개 가능할까요?"
2026-01-12 17:06:14,"Shoaib","@광협 KwangHyeop 
Can you brring him back to 4th floor?
The Fairino holes are okay.
But the Rainbow robot is not settled. The holes needs adjustment."
2026-01-12 17:41:07,"Shoaib","Tentative schedule for tomorrow

Morning (Taxi)
- Shoaib
- Hieu
- Shams

Evening (Carnival)
- Tuguldur (Finalize rubber pad robot movement and integrate rescan mode)
- Rizwan (Test updated model integration with Tuguldur)
- Ammad (Test new features of PCB and help Tuguldur)
- Tan (Update PCB GUI)
- Jalol (Update PCB GUI) (Drive)

In Lab task
- Muazzam (rubber pad roller mechanism testing) (if you come back late tonight after 12AM, you may come to lab late in the morning)"
2026-01-12 18:11:02,"이명근","저부분만 센터로 수정한것으로 주문하면될까요?"
2026-01-12 18:11:51,"이명근","Photo"
2026-01-12 18:11:53,"이명근","Photo"
2026-01-12 18:18:48,"이명근","Photo"
2026-01-12 18:18:57,"이명근","Is this the projection you want? @Ammad (Korea) "
2026-01-12 18:34:29,"Ammad (Korea)","I thought we were going with the design B because it was simple. "
2026-01-12 18:35:13,"Ammad (Korea)","Photo"
2026-01-12 18:37:44,"이명근","I asked if my intention was correct. I will draw the process again using Plan B and show you."
2026-01-12 18:38:03,"Ammad (Korea)","Okay this is correct. Thankyou. "
2026-01-12 18:40:55,"광협 KwangHyeop","3 photos"
2026-01-12 18:41:28,"광협 KwangHyeop","Drilling for the Rubber Foot table has been finished today like above."
2026-01-12 18:44:02,"광협 KwangHyeop","For the Screwdriver Table,
@Kor Tugii @Shoaib please decide the hole positions by tomorrow.

On Wednesday, I will call the same guy(table manufacturer) and ask him to drill those holes to meet our schedule."
2026-01-12 18:49:00,"Shoaib","Photo"
2026-01-12 18:49:00,"Shoaib","Photo"
2026-01-12 18:49:31,"Shoaib","When leaving at night, only turn off LED and AGING
Don't turn off the others.

The internet will stay on."
2026-01-12 18:55:31,"광협 KwangHyeop","For the Internet connection, Everint guys will separate by tomorrow.
Also for the 3rd floor."
2026-01-12 19:01:06,"광협 KwangHyeop","And about samples,
I asked managers to give us both BK5-31 PCB for registration, and some Label Printers with contents inside."
2026-01-12 19:02:08,"이명근","Photo"
2026-01-12 19:02:31,"이명근","Is this the correct intention? @Ammad (Korea) "
2026-01-12 19:03:22,"이명근","Photo"
2026-01-12 19:03:41,"이명근","Photo"
2026-01-12 19:04:55,"이명근","Photo"
2026-01-12 19:05:06,"이명근","The material of this part is aluminum."
,"","The message has been deleted."
2026-01-12 19:05:55,"이명근","Photo"
2026-01-12 19:05:59,"이명근","This part will be made of SUS material."
2026-01-12 19:06:50,"이명근","If you need anything else, please let me know before we proceed. I'll contact you tomorrow morning."
2026-01-12 19:07:57,"이명근","I'd like to confirm again. Is this the correct way to order? Is the material aluminum? @Shoaib "
2026-01-12 19:09:45,"Ammad (Korea)","This arrangment is correct.
Please Share Dimensions drawing. I like to review if possible. "
2026-01-12 19:09:53,"Ammad (Korea)","Okay"
2026-01-12 19:11:06,"이명근","all right."
2026-01-12 19:21:41,"이명근","I will share the blueprints with you after having dinner at home. "
2026-01-12 19:29:47,"광협 KwangHyeop","BK5-31 PCB samples are ready on the 3rd floor now.
Can someone go there and ask the 'tall, and glassed man' to give that PCB?"
2026-01-12 20:15:42,"Shoaib","After dinner, @Kor Tugii 
Please take the samples."
2026-01-12 20:21:44,"Shoaib","Dr @Odil 
Which member will go in the morning tomorrow?

I and Hieu plan to go from robot team.
I tentatively assigned Shams but if you want to suggest anyone else, please let me know."
2026-01-12 20:23:20,"Odil","@Haider Shah will go with you guys. "
2026-01-12 20:24:49,"Shoaib","Okay."
2026-01-12 20:55:40,"이명근","Is it right to order this? @Shoaib "
2026-01-12 20:56:01,"Shoaib","Yes."
2026-01-12 20:56:40,"이명근","네 그럼 이걸 도면화하여 국내보다 빠른 jlc pcb에 주문하면 받을수 잇도록하겟습니다."
2026-01-12 20:56:54,"이명근","색상은 하얀색으로 할예정입니다."
2026-01-12 20:57:01,"이명근","Okay, then I will draw this and make sure you can receive it if you order it on a JLC PCB faster than in Korea. "
2026-01-12 20:57:09,"이명근","The color will be white. "
2026-01-13 02:11:41,"Ammad (Korea)","@이명근 the label printer finger hole are not enough all the through to other side.
Please see that."
2026-01-13 02:12:11,"Ammad (Korea)","Photo"
2026-01-13 02:12:35,"Ammad (Korea)","Todaya product A11-P"
2026-01-13 03:27:27,"이명근","어떤걸 말하나요?"
2026-01-13 03:27:46,"이명근","What do you say isn't properly addressed? "
2026-01-13 08:49:04,"Shoaib","@Kor Tugii, @Ammad (Korea), and @Kor Muazzam  were working until 2AM so they stayed in Chungju overnight. 

Hardware installation was finished.
Robot teaching is partially done. Remaining teaching will be completed today.

Gripper integration with framework in pending.
Fairino has been integrated (through mqtt). Further testing is to be done today.

Made and installed the elevated rubber foot table. 
Applied the cushioning and rubber pad on the gripper fingers inner side.

Backside cushion installation is pending.

XB motion addition in framework."
2026-01-13 08:52:20,"Shoaib","Morning shift
 
@Shoaib 
@Kor Hieu 
@Haider Shah 

- Optimize the motion using XB movements instead of PB to make the system stable.
- Ensure cycle time for 5 screws is 28s.
- Update the vision models."
2026-01-13 08:58:18,"Shoaib","Evening Shift

@Korea Rizwan 
@Saidjalol 
@Kor Tugii 
@Ammad (Korea) 

Tuguldur
- Complete the robot teaching.
- Run complete cycle.
- Update vision models (for rescan) (for rubber foot position, do it if you have time)

Ammad 
- Help Tuguldur with rubber foot.
- Test new GUI features with Jalol after they finish production.

Jalol
- Drive Carnival
- Update and finalize the GUI features for PCB Robot. Perform detailed testing snd optimization with Ammad.
- Update the GUI for Screw/Rubber foot if you can ensure stable testing alone."
2026-01-13 09:00:20,"Shoaib","@Kor Muazzam 
When you wake up, please go back to lab. Continue working on the rubber foot rolling mechanism.

Dr Saad will provide you the new 3D prints. Use them. Your target it to finish testing of roller based rubber foot pickup by end of the day."
2026-01-13 09:20:29,"Shoaib","@Tan 
Please work in the lab.
Take remote guidance from Hieu and work on making the vision test bench for Screw/Rubber robots."
2026-01-13 09:28:20,"이명근","File: Request for gripper production.pdf"
2026-01-13 09:28:58,"이명근","Please check if the blueprint you intended is correct. @Ammad (Korea) "
2026-01-13 10:05:13,"Shoaib","@Kor Sir Saad New 
If the AMR team has detached the FR3 robot, can you send it with the evening shift."
2026-01-13 10:07:08,"Kor Sir Saad New","Ok, I will talk to the AMR team"
2026-01-13 10:07:17,"Shoaib","Thank you."
2026-01-13 10:09:06,"Odil","@Kor Tugii Please share the images of rubber foot from the elevated platform. I expect they will look little bigger than actual view which  @Haider Shah has trained his AI model with and tuned Image processing thresholds.
@Haider Shah please collect all images of rubber foot after platform is built and then try tune your image processing pipeline and annotate those image for retraining your model (if this step is necessary, please upload the image on the server, we will annotate them for you). "
2026-01-13 10:23:38,"Haider Shah","Sure. Thank you!"
2026-01-13 12:13:26,"Kor Tugii","@이명근 
The rubber elevated table plate finalized?"
2026-01-13 12:19:07,"광협 KwangHyeop","* This is also a reminder.

I asked table manufacturer to come and drill holes for screwdriver robot table tomorrow.
He will come tomorrow afternoon.

About the actual time, I will tell you guys after he give information about that.

So, @Shoaib @Kor Tugii please decide where he should drill and tell me by today."
2026-01-13 12:45:05,"이명근","Here is the purchase link you requested. @Kor Sir Saad New @Ammad (Korea) 
https://smartstore.naver.com/firstrubber/products/12312283286"
2026-01-13 13:53:04,"이명근","Can we decide on the height of the speculative platform at 28.5cm (including the upper plate)? "
2026-01-13 13:53:20,"Kor Sir Saad New","The 2nd FR3 is ready to be shipped to Everint. I have put and AC Controller as well as the DC controller. Try to use the AC controller first.

@Saidjalol please take this box with you to Everint today."
2026-01-13 13:53:26,"Kor Sir Saad New","Photo"
2026-01-13 13:53:42,"이명근","@Kor Tugii "
2026-01-13 13:56:21,"광협 KwangHyeop","@Ammad (Korea) If you have time, please discuss with @이명근 about the hole locations for new robot table Mobile Printer.

Please decide it by today if possible."
2026-01-13 13:56:57,"Kor Tugii","Okay"
2026-01-13 13:57:20,"이명근","The color of the tabletop plate is white. @Kor Tugii "
2026-01-13 13:57:29,"이명근","Photo"
2026-01-13 13:57:46,"Saidjalol","okey"
2026-01-13 13:58:13,"Kor Tugii","Is it polycarbonate?"
2026-01-13 13:59:08,"이명근","No, it's acrylic. "
2026-01-13 14:02:44,"이명근","I have come out of the lab to discuss with the company to request and receive the platform quickly. Please contact me if you need a separate design. "
2026-01-13 14:07:36,"Kor Tugii","Will it not break easily?"
2026-01-13 14:08:03,"Tan","When they will run BK5-31V @광협 KwangHyeop "
2026-01-13 14:09:49,"광협 KwangHyeop","Manager will notice after he check productiin status in 3rd floor"
2026-01-13 14:13:20,"이명근","I don't think a 5t bottle will break easily. "
2026-01-13 14:13:32,"이명근","It is 5mm thick. "
2026-01-13 14:39:57,"이명근","The profile and plate will be completed tomorrow at 8 AM. I went to look for it and will arrive at the lab a little early in the morning. "
2026-01-13 14:52:22,"이명근","혹시 체크하셧나요? @Ammad (Korea) "
2026-01-13 14:52:39,"이명근","Did you check it? @Ammad (Korea) "
2026-01-13 15:36:17,"이명근","The frame applied to the platform is a 4040 profile. Please refer to it @Kor Tugii "
2026-01-13 16:04:05,"Ammad (Korea)","Photo"
2026-01-13 16:04:20,"Ammad (Korea)","Bk5-31a"
2026-01-13 16:04:26,"Tan","Ok"
2026-01-13 16:08:17,"이명근","If you have checked, I would like to email you today or visit you with the floor plan tomorrow. @Ammad (Korea) "
2026-01-13 16:08:18,"Shoaib","Photo"
2026-01-13 16:08:31,"Shoaib","Please update the status of your tasks."
2026-01-13 16:09:17,"Ammad (Korea)","I will check. Give 30min. Busy "
2026-01-13 16:10:43,"Ammad (Korea)","Photo"
2026-01-13 16:11:27,"Ammad (Korea)","I will setup so you can take images. "
2026-01-13 16:11:30,"이명근","okay."
2026-01-13 16:11:31,"Tan","Same size bracket different hole position "
2026-01-13 16:17:37,"Ammad (Korea)","@System ready. 2 images taken. Check please. "
2026-01-13 16:21:09,"Tan","I need one more image on step2"
2026-01-13 16:52:54,"Ammad (Korea)","Photo"
2026-01-13 16:53:17,"이명근","Please let me know as soon as you confirm."
2026-01-13 16:54:31,"Tan","New OBB pretrain"
2026-01-13 16:54:57,"Tan","I updated that yesterday"
2026-01-13 16:55:05,"Ammad (Korea)","Great work @Tan "
2026-01-13 16:55:37,"Tan","Thank you for your support"
2026-01-13 17:03:17,"Ammad (Korea)","Tan. Please product add it to our list and write the production date"
2026-01-13 17:03:38,"Tan","Ok"
2026-01-13 17:04:55,"Tan","Change my permission"
2026-01-13 17:16:53,"Shoaib","XD5-40d
SLP-DX420

@광협 KwangHyeop 
Can you ask them if they can provide 3 samples for any of these?
Today or tomorrow morning."
2026-01-13 17:18:39,"광협 KwangHyeop","Okay. I will ask"
2026-01-13 17:35:37,"Shoaib","@Kor Muazzam 
What is the status of roller based rubber pad mechanism?"
2026-01-13 17:36:18,"Shoaib","@Tan 
Please share the updates you made yesterday
and 
What is the status of test bench for label printer robots?"
2026-01-13 17:37:49,"Kor Muazzam","I am currently testing .... "
2026-01-13 17:42:29,"Tan","Yesterday update
	•	Collect data for 350plusV 352plusIII 380V A11-P Bk3-31V SRP-330III-ESK SRP-350III SRP-S300 SRP-S300-BZR
	•	Update OBB detection model for production
	•	Change image logic before sending to GUI for both assembly and registration process
Testbench
	•	Working on test_bench because the framework is different so it needs more time
	•	Vision team models are not stable and change frequently
	•	I will build one foundation testbench as a standard reference
	•	If anyone adds or edits any model they must follow this testbench and validate before merging
	•	This will improve system stability and reduce integration issues"
2026-01-13 17:43:53,"Shoaib","Thank you.

When can you complete the test bench?"
2026-01-13 17:44:32,"Tan","I will try in this week ASAP"
2026-01-13 17:44:56,"Tan","hieu already make testbench for model 1 so i will try to follow him for another model"
2026-01-13 17:45:45,"Shoaib","Yes I saw that test bench.
Are you working on other models todays?"
2026-01-13 17:46:03,"Tan","@Haider Shah can you sent me screw normal and abnormal in label printer system
@Kor Hieu please sent me the weights of this one"
2026-01-13 17:46:23,"Tan","i will make on haider model first for screw_bit validation"
2026-01-13 17:50:20,"Tan","screw validation and hole detection in rubber foot"
2026-01-13 18:25:32,"Shoaib","@Kor Sir Saad New 
The mobile printers are placed here."
2026-01-13 18:36:25,"Kor Hieu","*Screw Robot report:
Cycle time optimization: 
- Replaced pb motions to xb motions
- Fine tune each segment's speed
- Cycle Time is 27.5s to 28s
- Target 28s
- 5 screws
- Rescanning after every screw

Vision Integration:
- Updated vision model
- Minor fixes required."
2026-01-13 18:51:15,"Tan","@Sammo | ثمرہ | 삼라 can you check this issue"
2026-01-13 18:51:38,"Tan","Photo"
2026-01-13 18:51:49,"Tan","first image is not visualize"
2026-01-13 18:51:54,"Tan","and second is visualize"
2026-01-13 18:52:12,"Tan","this is new product Bk5-31a"
2026-01-13 18:52:59,"Ammad (Korea)","Already discussed. We will test gui new code after production is finish. "
2026-01-13 18:53:26,"Tan","ok "
,"","The message has been deleted."
2026-01-13 19:34:44,"Shoaib","I will update the schedule for tomorrow"
2026-01-13 19:57:53,"Shoaib","Wednesday

Morning Shift (0800 - 1800)
- @광협 KwangHyeop 
- @Ammad (Korea) 
- @Kor Muazzam 

Evening Shift (1300 - 2400)
- Dr @Korea Rizwan 
- @Kor Tugii 
- @Kor Hieu 
- @Shams 


Reach by 10AM
Unmount the pressing arm and draw holes for Fairino robot

@광협 KwangHyeop 
Please request the drilling company to come by before 11AM.

Get the holes drilled by lunch break.

After lunch, please finish installation of Fairino, install power supplies and other equipment, get Fairino running by 3PM.

Hieu and Tugi
Move the Fairino code from Rubber robot to screw robot.

Try finishing the robot teaching quickly and run multiple cycles on both robots.

Shams will help in rotating the products.

During evening shift, either with Fairino integrated or without integrating (holding product manually with Fairino), run the updated vision model and perform testing with Dr @Korea Rizwan "
2026-01-13 20:18:16,"광협 KwangHyeop","* This should be the final reminder.

@Shoaib @Kor Tugii
Please share me the image of new hole locations on Screwdriver Robot table.

I'm about to ask that company to come at morning, and that means we should prepare that by today.

If you send the image to me, I will also share it to professor by his request.

Please keep in mind this is essential for making tomorrow's work smooth."
2026-01-13 20:19:04,"Shoaib","@Ammad (Korea) will share the screw hole positions.

Ammad, essentially we should only get the holes for Fairino."
2026-01-13 20:19:55,"Shoaib","@광협 KwangHyeop 
We will get m6 and m8 holes drilled.

Do we need to send him the position in advance?
Even last time, he was drilling by his hand."
2026-01-13 20:20:37,"Shoaib","Last time, you drew the holes and he came and drilled them. 
I was planning to do the same this time as well."
2026-01-13 20:25:28,"광협 KwangHyeop","Definitely yes.

And about the visit of table manufacturer guy,
he said it will only be possible to come to Everint at afternoon since their schedule is totally full in morning, for all employees of that company."
2026-01-13 20:25:39,"Shoaib","We are extremely short on time.
We cannot spend a few hours on 3D design, if they are going to just drill holes like last time.

If we make 3D design, we cannot complete robot teaching."
2026-01-13 20:26:18,"Shoaib","We will draw holes on the table and send an image 
Is that okay?"
2026-01-13 20:26:56,"광협 KwangHyeop","That's what I want it to be.
If you guys can, pleaese send me ASAP."
2026-01-13 20:29:37,"Shoaib","Ammad will draw and send them to you in an hour.

If they will come in the evening, then I should change the schedule again.

Exactly what time they will come?"
2026-01-13 20:31:07,"광협 KwangHyeop","He said he can reach Everint at 3pm, even if he depart at fastest."
2026-01-13 22:35:22,"Ammad (Korea)","Where are fairino robot m5 bolts ?"
2026-01-14 01:20:21,"Ammad (Korea)","Pcb Product  A11-P, BK5-31, 360plusV, Bk3-31
Total 1487, failed 23."
2026-01-14 02:16:50,"Ammad (Korea)","Please bring following. 
1. Fairino m5 bolts(length 30mm amd longer) and nuts.
2. JRT GRIPPER. Plus pnuematic one with 
3. GRIPPER FINGER( big one. See image)
4. Drill bits if possible and Thread tapping bit.
5. FEMALE connector of JRT gripper(image 2)
6. 7/2 core shielded cable(alot of cables in tool case in demo room.
7. Usb to rs485
@Kor Sir Saad New @Shoaib 
For testing M6 Pilot hole was drilled. One hole take 10-13 mints without thread( didnt m5 thread tapping bit was not available).
If we want to do it early. M6 hole can be drilled and long m5 bolts(40mm with nuts can be used to attached the robot with base."
2026-01-14 02:17:56,"Ammad (Korea)","Photo"
2026-01-14 02:18:55,"Ammad (Korea)","Photo"
2026-01-14 02:25:12,"Ammad (Korea)","Photo"
2026-01-14 02:25:36,"Ammad (Korea)","Photo"
2026-01-14 02:28:14,"Ammad (Korea)","Rubber jig was not present. An improvised was made with available parts. It moves whilen scoping. Plesse bring finished jig if possible. Other wise bring profile connectors. I will add more joint to make it stiff. "
,"","The message has been deleted."
2026-01-14 08:02:32,"광협 KwangHyeop","I'm at the backside of E9 now.
Is there anyone reached our lab?"
2026-01-14 08:23:22,"광협 KwangHyeop","Do we have extra gipper fingers in our lab?"
2026-01-14 08:24:24,"이명근","Photo"
2026-01-14 08:24:47,"이명근","I came to find the platform and plan to bring it to the lab in about 30 minutes. "
2026-01-14 08:29:25,"광협 KwangHyeop","7 photos"
2026-01-14 08:29:53,"광협 KwangHyeop","@Ammad (Korea) Do we have some kind of breifcase with cables in demo room?
I couldn't find in here."
2026-01-14 08:42:14,"Tan","Photo"
2026-01-14 08:42:37,"Tan","@Saidjalol @Sammo | ثمرہ | 삼라  yesterday GUI update but not test yet?"
2026-01-14 08:42:45,"Tan","Please check the issue now"
2026-01-14 08:43:22,"광협 KwangHyeop","This is most urgent.
Please revert it ASAP."
2026-01-14 08:44:07,"Shoaib","@Tan  @Ammad (Korea) 
What is the issue? Can you explain it.

@Saidjalol  @Ammad (Korea) 
What changes were made and tested yesterday?"
2026-01-14 08:44:11,"Ammad (Korea)","Okay. Forget about brief case. Just find spare cables if possible. @Kor Muazzam 
"
2026-01-14 08:50:21,"이명근","Expected to arrive at 9 o'clock due to traffic congestion. "
2026-01-14 08:50:55,"Tan","Photo"
2026-01-14 08:51:20,"Tan","@Shoaib i need your help"
2026-01-14 08:51:52,"Shoaib","git pull
npm run build"
2026-01-14 08:52:27,"Tan","Photo"
2026-01-14 08:52:33,"Tan","same issue"
2026-01-14 08:52:56,"Ammad (Korea)","Backend"
2026-01-14 08:52:56,"Ammad (Korea)","Gui folder"
2026-01-14 08:54:42,"Tan","i can not contact jalol "
2026-01-14 08:55:08,"Kor Muazzam","we are waiting for you!"
2026-01-14 08:58:20,"Ammad (Korea)","I m back in . Let me check"
2026-01-14 09:06:19,"Kor Sir Saad New","Is this problem resolved?"
2026-01-14 09:13:37,"Tan","we are trying"
2026-01-14 09:17:24,"Tan","the issue is already resolve, system is running now"
2026-01-14 09:19:26,"Saidjalol","Hello we have tested new changes in different branch not main."
2026-01-14 09:19:43,"Tan","you not reverse to main"
2026-01-14 09:20:10,"Saidjalol","Let me merge to main and it should work"
2026-01-14 09:20:37,"Tan","you can not do it now just do in your local and merge after production"
2026-01-14 09:21:51,"Saidjalol","Okey let me know when the machine is free I will merge to main"
2026-01-14 09:21:52,"Ammad (Korea)","@Tan system is stable now. I m prepare now to go everint. Please monitor system. "
2026-01-14 09:22:14,"Tan","i still see this branch in EverintProject/GUI -navbar……"
2026-01-14 09:22:26,"Tan","Sure"
2026-01-14 09:24:11,"Saidjalol","Is there any problem?"
2026-01-14 09:24:45,"Tan","we have 2 problem at the morning for new GUI update please check
1 robot status is not working 
2 we can not see the list of production"
2026-01-14 09:25:07,"Saidjalol","Okey let me check it"
2026-01-14 09:26:55,"Tan","who access to the server now?"
2026-01-14 09:29:40,"Ammad (Korea)","@Saidjalol i have resolved it.
Here is summary.
Yes, main branch was not reverted back.
But that was not the issue. Since we test both branch were working and same.
The issue was Gui was not fetching data from DB.

Config host ip was 100.79.83.114.
It should have been local. They was the issue. backend was running at different ip."
2026-01-14 09:30:40,"Saidjalol","Ok It is test server ip address"
2026-01-14 09:31:16,"Saidjalol","I have merge every new chages to main
When the machine is free please build and rerun the gui."
2026-01-14 09:35:41,"Ammad (Korea)","Okay. Sure"
2026-01-14 10:38:43,"광협 KwangHyeop","@Ammad (Korea) Where did you put the BK5 samples?
They have to produce it right now.

Whoever knows where it was, please tell me right now."
2026-01-14 10:39:14,"Ammad (Korea)","In the sample box. 3rd. "
2026-01-14 10:39:38,"Ammad (Korea)","Any issue ?"
2026-01-14 10:45:00,"광협 KwangHyeop","We found it. Thank you."
2026-01-14 11:26:18,"Shoaib","@이명근 
Can you quickly 3D print these?

@Kor Hieu @Kor Tugii 
Please take it with you when going today."
2026-01-14 11:26:40,"Kor Tugii","Okay"
2026-01-14 11:26:43,"Ammad (Korea)","Multiple if possible.*"
2026-01-14 11:27:07,"Shoaib","@이명근 
After printing these base parts, please print the whole finger as well (3 pairs) so we can install it on both Fairino robots and keep spare as well."
2026-01-14 11:35:07,"이명근","I'll get right on it."
2026-01-14 11:38:56,"이명근","We've started printing right now and we're printing three spares. It's 2:30."
2026-01-14 11:45:14,"Shoaib","Okay. Thank you so much."
2026-01-14 11:45:39,"Shoaib","@Kor Tugii 
@Kor Hieu 
@Ammad (Korea) 

Is there anything else that needs to be 3D printed including any spare?"
2026-01-14 11:46:07,"Kor Tugii","Scoop blade please"
2026-01-14 11:47:14,"Shoaib","@이명근 
When can we get the fingers in metal?
And did you order 1 set of fingers or 2?
If you ordered 1 set of fingers, please order 3 more.

In total, we need atleast 4 set of fingers.
2 for robots.
2 for spares."
2026-01-14 11:47:17,"이명근","""Order the base part of gripper fingers in metal."" Can I confirm the color when ordering the body of this work? Production review has just been completed."
2026-01-14 11:47:19,"이명근","Photo"
2026-01-14 11:47:46,"Shoaib","Isn't this the base part?"
2026-01-14 11:48:00,"Shoaib","."
2026-01-14 11:48:15,"이명근","Photo"
2026-01-14 11:48:31,"Shoaib","This looks different."
2026-01-14 11:48:33,"이명근","이거에 대한 색상을 말씀드립니다."
2026-01-14 11:48:42,"이명근","This looks different."
2026-01-14 11:48:42,"Shoaib","Okay."
2026-01-14 11:48:45,"Shoaib","I understand."
2026-01-14 11:49:13,"Shoaib","Any color other than white or black is okay.

If it takes longer, than get it printed in white/silver. We can spray paint it."
2026-01-14 11:49:30,"이명근","And you're not just ordering a finger body?"
2026-01-14 11:50:12,"Shoaib","Yes.
Only the base part.

The fingers, we plan to keep using in 3D printed material for now."
2026-01-14 11:51:26,"이명근","Okay, I will ask you to make this white (natural) color from the body part first."
2026-01-14 11:52:19,"Shoaib","Okay. Thank you."
2026-01-14 11:52:32,"Odil","does anyone know the password of server 41  ?"
2026-01-14 11:52:37,"Shoaib","If anyone visits Daiso. Please take a red or blue spray paint."
2026-01-14 11:53:09,"이명근","We're printing three spares on a base parts 3D printer, time of completion 2:40 p.m."
2026-01-14 11:54:37,"Shoaib","It was 1122.
I heard Ali couldn't use it in the morning.
I guided him how to reset it.
He reset it.

Is it still not accessible? "
2026-01-14 11:55:57,"Ammad (Korea)","Info
Extra one fairino fr3 controll box is here. "
2026-01-14 11:58:34,"Odil","the same password is not working from Windows PC"
2026-01-14 12:01:38,"Kor Sir Saad New","I sent two control boxes with the 2nd FR3, try to use the AC controller first and send the DC controller+power_supply back. If it is not possibel to use the AC controller, then use the DC controller."
2026-01-14 12:02:17,"Kor Muazzam","3 photos"
2026-01-14 12:02:28,"Kor Muazzam","Rubber Pad platform is quite big and the holes are not aligned, we cannot installed this "
2026-01-14 12:03:52,"Shoaib","In that case, it should not be a password issue. It should be connection configuration issue."
2026-01-14 12:04:20,"Shoaib","Please extend it outside the table for now. For holes, the drilling guy will come. Ask him to drill holes where required."
2026-01-14 12:05:21,"Shoaib","Photo"
2026-01-14 12:05:29,"Kor Muazzam","Photo"
2026-01-14 12:05:44,"Kor Muazzam","okay"
2026-01-14 12:06:17,"Shoaib","If this can work for now, please continue.

Meanwhile, let's see the exact size we need.

The idea was that we will put multiple rubber pad sheets. For that, the overall platform is bigger."
2026-01-14 12:29:45,"Kor Tugii","I’m planning to visit Daiso. 

Anyone need anything from Daiso?

- Foam pad requested by Ammad
- Red or Blue spray paint

Please let me know if you need other stuff"
2026-01-14 13:12:38,"Ammad (Korea)","Who is using rubberfoot machine server ?"
2026-01-14 13:15:26,"Ammad (Korea)","@Kor Hieu @Kor Tugii 
Fans are suddenly running on full speed. And noise is coming from server!"
2026-01-14 13:17:42,"Kor Hieu","I am not using, maybe someone is downloading images?"
2026-01-14 13:23:57,"Tan","@Sammo | ثمرہ | 삼라 do you have telegram account?"
2026-01-14 13:34:08,"Ammad (Korea)","Photo"
2026-01-14 13:40:02,"이명근","It's been delayed for about 15 minutes, and the error is resolved due to the interruption of the proprietary filament replacement. @Shoaib "
2026-01-14 13:41:01,"Shoaib","No worries.
Please give them to Hieu or Tugi once finished."
2026-01-14 13:43:15,"광협 KwangHyeop","The table manufacturer departed from his company.
He will reach Everint around 3pm."
2026-01-14 13:50:39,"이명근","Okay"
2026-01-14 14:02:25,"광협 KwangHyeop","And the safety fences for our robots will be delivered to Everint tomorrow.
The delivery guy will call me when he reaches Everint, so please bring and install those around PCB and Label Printer robot on that time."
2026-01-14 14:19:31,"Ammad (Korea)","@Saidjalol how much time you need for the update ?"
,"","The message has been deleted."
2026-01-14 14:37:57,"Ammad (Korea)","@Tan  system has been updated to show registration image(image1). Please, double check registration images are correct orientation and correct them if needed.
Discuss with @Sammo | ثمرہ | 삼라 , if we can add more images in registration training folder can it be detected on auto or not.  "
2026-01-14 14:38:12,"Ammad (Korea)","Photo"
2026-01-14 14:38:39,"Tan","Nice"
2026-01-14 14:39:12,"Tan","I will check registration step in my framework"
2026-01-14 14:41:14,"Ammad (Korea)","Okay.
That is second step.
Firsr step is to confirm current registered products images are oriented correctly. 
Thankyou "
2026-01-14 14:50:17,"Shoaib","For any change, make sure the overall system is stable.

Stability is higher priority
Than non-urgent fancy features."
2026-01-14 14:52:35,"Saidjalol","we did remotely and it is working fine"
2026-01-14 14:55:24,"Ammad (Korea)","Understood. 
This was already tested yesterday.
It was CRUCIAL because we have more than 21 products. There was alot of confusion for everint team how to place/orientate product correctly. They were always asking us how to place it before running. "
2026-01-14 15:01:00,"Shoaib","Okay 👍 "
2026-01-14 15:23:57,"Ammad (Korea)","Rubber foot jig is installed and stable. We improvise and drilled new holes. "
2026-01-14 15:41:40,"Kor Tugii","We departed from lab will reach around 5PM"
2026-01-14 15:42:43,"Ammad (Korea)","Sad life. 🤣"
